date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2019-04-15,5.62,5.74,5.58,5.57,101795.07,0.02,0.36,5.646,5.639,5.428,110138.46,164048.38,152945.09
2019-04-12,5.6,5.67,5.56,5.49,88653.16,-0.04,-0.71,5.692,5.605,5.401,131236.25,164625.66,153357.83
2019-04-11,5.7,5.77,5.6,5.59,102516.3,-0.11,-1.93,5.714,5.561,5.37,155958.98,165255.89,155170.63
2019-04-10,5.75,5.78,5.71,5.67,120651.79,-0.07,-1.21,5.75,5.516,5.344,202775.08,163444.57,158660.71
2019-04-09,5.78,5.84,5.78,5.69,137075.97,-0.03,-0.52,5.714,5.461,5.314,215033.63,166282.76,162941.86
2019-04-08,5.69,5.86,5.81,5.64,207284.05,0.14,2.47,5.632,5.423,5.275,217958.3,170760.17,163773.31
2019-04-04,5.8,5.83,5.67,5.6,212266.8,-0.11,-1.9,5.518,5.383,5.222,198015.07,168288.81,161312.0
2019-04-03,5.5,6.05,5.78,5.43,336596.78,0.25,4.52,5.408,5.341,5.191,174552.79,161682.78,158531.71
2019-04-02,5.39,5.55,5.53,5.35,181944.55,0.16,2.98,5.282,5.279,5.15,124114.06,141632.99,150463.71
2019-04-01,5.24,5.45,5.37,5.24,151699.34,0.13,2.48,5.208,5.237,5.116,117531.89,138739.39,147786.4
